Account Name,nsbi_sector,Deal Type,NSBI Financial Contribution (Commitment/Announced),Place Name,nsbi_county,PostalCode,fiscal year,Longitude,Latitude,New Georeferenced Column
Marine Enhancement Partners Ltd.,Engineering & Professional,PIVP,15000,Arichat,Richmond,B0E1A0,2019 - 2020,-61.0109287,45.505227,POINT (-61.0109287 45.505227)
Galloping Cows Fine Foods,Agri-food,EGP,11450,Port Hood,Inverness,B0E 2W0,2019 - 2020,-61.4852942,46.0239705,POINT (-61.4852942 46.0239705)
Galloping Cows Fine Foods,Agri-food,EGP,5840,Port Hood,Inverness,B0E 2W0,2019 - 2020,-61.4852942,46.0239705,POINT (-61.4852942 46.0239705)
Larch Wood Enterprises Inc.,Advanced Manufacturing,SBDP,9145,Margaree,Inverness,B0E 1Y0,2019 - 2020,-61.0785582,46.3975824,POINT (-61.0785582 46.3975824)
Premium Seafoods Ltd.,Fish & Seafood Processing,EGP,4350,Arichat,Richmond,B0E 1A0,2019 - 2020,-61.0533069,45.5124401,POINT (-61.0533069 45.5124401)
Victoria Co-Operative Fisheries Ltd.,Fish & Seafood Processing,EGP,14969,Neils Harbour,Victoria,B0C 1N0,2019 - 2020,-60.322748,46.8106773,POINT (-60.322748 46.8106773)
9626751 Canada Inc. (Bonsai),ICT (includes Digital Media),Payroll Rebate,2112500,Halifax,Halifax,B3J 3K5,2019 - 2020,-64.3764377,44.418822,POINT (-64.3764377 44.418822)
Iformit Solutions Inc.,Energy,PIVP,15000,Halifax,Halifax,B3K 2T3,2019 - 2020,-63.6129532,44.5985276,POINT (-63.6129532 44.5985276)
Turtle Greens Ltd.,Agri-food,Payroll Rebate,846825,Sydney,Cape Breton,B1P 6L2,2019 - 2020,-60.1966502,46.1382599,POINT (-60.1966502 46.1382599)
Northern Business Intelligence,ICT (includes Digital Media),Scale-Up Hub Program,0,Halifax,Halifax,B3B 1T4,2019 - 2020,-63.5884831,44.7012869,POINT (-63.5884831 44.7012869)
EcoPilot Canada Inc.,Other,Scale-Up Hub Program,0,Halifax,Halifax,B3J 3L7,2019 - 2020,-63.6016582,44.6920604,POINT (-63.6016582 44.6920604)
Leeway Marine,Oceans Technology,Scale-Up Hub Program,0,Halifax,Halifax,B2Y 2W1,2019 - 2020,-63.559248,44.6627503,POINT (-63.559248 44.6627503)
11858696 Canada Limited,Life Sciences,PIVP,15000,Middleton,Annapolis,B0S1P0,2020 - 2021,-64.773786,43.974255,POINT (-64.773786 43.974255)
247 SOFTWARE,Business Services,DAP,1073,Halifax,Halifax Regional Municipality,B3J1T8,2020 - 2021,-63.570008,44.642177,POINT (-63.570008 44.642177)
3226198 Nova Scotia Ltd,ICT (includes Digital Media),PIVP,15000,Centreville,Kings,B0P1J0,2020 - 2021,-64.680474,45.195976,POINT (-64.680474 45.195976)
3238123 Nova Scotia Limited,Other,DAP,10000,Oakfield,Halifax Regional Municipality,B2T1E3,2020 - 2021,-63.557371,44.915158,POINT (-63.557371 44.915158)
3242287 NS Limited,Business Services,BDP,5650,Windsor,Hants,B0N2T0,2020 - 2021,-64.318054,44.819594,POINT (-64.318054 44.819594)
3251499 NOVA SCOTIA LIMITED,Other,DAP,5000,Halifax,Halifax Regional Municipality,B3H1J3,2020 - 2021,-63.588656,44.629877,POINT (-63.588656 44.629877)
3309594 Nova Scotia Limited,Chemicals & Plastics,DAP,6250,Bedford,Halifax Regional Municipality,B4A1J8,2020 - 2021,-63.684651,44.71919,POINT (-63.684651 44.71919)
3312858 Nova Scotia Limited,Transportation & Logistics,DAP,10000,Bridgewater,Lunenburg,B4V2S7,2020 - 2021,-64.51750005,44.38259759,POINT (-64.51750005 44.38259759)
360 Fit Personal Training Ltd.,Other,DAP,4994,Dartmouth,Halifax Regional Municipality,B3B1L9,2020 - 2021,-63.600214,44.711782,POINT (-63.600214 44.711782)
3-H ABCO Holdings Inc.,Advanced Manufacturing,DAP,10000,Bridgewater,Lunenburg,B0J2C0,2020 - 2021,-64.309889,44.37635,POINT (-64.309889 44.37635)
3-H ABCO Holdings Inc.,Advanced Manufacturing,IRP,308070,Bridgewater,Lunenburg,B0J2C0,2020 - 2021,-64.309889,44.37635,POINT (-64.309889 44.37635)
7801327 CANADA INC.,Business Services,DAP,10000,Halifax,Halifax Regional Municipality,B3N1M4,2020 - 2021,-63.619711,44.640459,POINT (-63.619711 44.640459)
902HipHop Inc.,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3N1J4,2020 - 2021,-63.624488,44.640251,POINT (-63.624488 44.640251)
A & E MARITIME HOMEBUYERS ADVANTAGE,ICT (includes Digital Media),DAP,7500,Timberlea,Halifax Regional Municipality,B3T2J5,2020 - 2021,-63.72400227,44.64811294,POINT (-63.72400227 44.64811294)
Acadian Seaplants Limited / Les Algues Acadiennes Limitee,Life Sciences,IRP,498675,Cornwallis Park,Annapolis,B0S 1H0,2020 - 2021,-65.63002,44.653858,POINT (-65.63002 44.653858)
Ace Recreational Equipment and Services Limited,Other,DAP,10000,Beford,Halifax Regional Municipality,B4A0E3,2020 - 2021,-63.6847742,44.7044502,POINT (-63.6847742 44.7044502)
Acoustic Bait Technologies,Oceans Technology,PIVP,15000,Antigonish,Antigonish,B2B2L2,2020 - 2021,-61.9052669,45.7562549,POINT (-61.9052669 45.7562549)
Addvocacy ADHD & Life Skills Coaching Ltd.,ICT (includes Digital Media),DAP,7800,Bedford,Halifax Regional Municipality,B4A3S5,2020 - 2021,-63.645027,44.733249,POINT (-63.645027 44.733249)
Adeco Bio-Resources Inc,CleanTech,PIVP,15000,Halifax,Halifax Regional Municipality,B3H3X4,2020 - 2021,-63.598176,44.643259,POINT (-63.598176 44.643259)
Advanced Genetics Supplements,Agri-food,DAP,10000,Halifax,Halifax Regional Municipality,B3P2E1,2020 - 2021,-63.620706,44.630396,POINT (-63.620706 44.630396)
Advanced Genetics Supplements,Agri-food,EGP,5400,Halifax,Halifax Regional Municipality,B3P2E1,2020 - 2021,-63.620706,44.630396,POINT (-63.620706 44.630396)
Aethera Technologies Ltd,Engineering & Professional,BDP,13050,Halifax,Halifax Regional Municipality,B3S1B5,2020 - 2021,-63.667904,44.639764,POINT (-63.667904 44.639764)
Afishionado Fish Mongers Inc.,Fish & Seafood Processing,DAP,20000,Bedford,Halifax Regional Municipality,B4A2T3,2020 - 2021,-63.646705,44.737949,POINT (-63.646705 44.737949)
Agenda Managers Incorporated,Business Services,DAP,4350,Halifax,Halifax Regional Municipality,B3L2W3,2020 - 2021,-63.608462,44.653415,POINT (-63.608462 44.653415)
Ai-Media Canada Inc.,ICT (includes Digital Media),PRB,496080,Halifax,Halifax Regional Municipality,M5V 2H2,2020 - 2021,-79.3959928,43.648543599999996,POINT (-79.3959928 43.648543599999996)
Airesun Global Limited,CleanTech,PIVP,15000,Glace Bay,Cape Breton,B1A3M6,2020 - 2021,-59.968441,46.178712,POINT (-59.968441 46.178712)
Akela Surf,Clothing & Textiles,DAP,2750,Head Of Chezzetcook,Halifax Regional Municipality,B0J1N0,2020 - 2021,-64.326325,44.375846,POINT (-64.326325 44.375846)
AKSO Marine Biotech Inc.,Life Sciences,EGP,300,Halifax,Halifax Regional Municipality,B3J2G3,2020 - 2021,-63.576648,44.646455,POINT (-63.576648 44.646455)
All For Knot Rope Weaving,Advanced Manufacturing,BDP,3238,Debert,Colchester,B0M1G0,2020 - 2021,-63.531392,45.468637,POINT (-63.531392 45.468637)
All For Knot Rope Weaving,Advanced Manufacturing,DAP,6984,Debert,Colchester,B0M1G0,2020 - 2021,-63.531392,45.468637,POINT (-63.531392 45.468637)
Allendale Electronics Limited,Advanced Manufacturing,DAP,7000,Lockeport,Shelburne,B0T1L0,2020 - 2021,-65.12347,43.71839,POINT (-65.12347 43.71839)
Allswater Marine Consultants Ltd.,Oceans Technology,DAP,10000,Bedford,Halifax Regional Municipality,B4A1B9,2020 - 2021,-63.673227,44.719376,POINT (-63.673227 44.719376)
Alto Solar Inc.,CleanTech,PIVP,25000,Halifax,Halifax Regional Municipality,B3L1P9,2020 - 2021,-63.599844,44.652427,POINT (-63.599844 44.652427)
AMBITION THEORY,Business Services,DAP,7570,Halifax,Halifax Regional Municipality,B3L2S7,2020 - 2021,-63.599408,44.644887,POINT (-63.599408 44.644887)
Amin's Indian Food,Agri-food,DAP,2075,Halifax,Halifax Regional Municipality,B3K5T8,2020 - 2021,-63.581038,44.652525,POINT (-63.581038 44.652525)
Amos Pewter,Advanced Manufacturing,DAP,10000,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
Analyze Re Incorporated,Finance & Insurance,PRB,509760,Halifax,Halifax Regional Municipality,B3J 2T9,2020 - 2021,-63.5745851,44.6472847,POINT (-63.5745851 44.6472847)
Anchored in Safety Inc.,Business Services,DAP,10000,Head Of Chezzetcook,Halifax Regional Municipality,B0J1N0,2020 - 2021,-64.326325,44.375846,POINT (-64.326325 44.375846)
Anne Berube Ltd.,Business Services,DAP,5977,Halifax,Halifax Regional Municipality,B3K2K6,2020 - 2021,-63.606251,44.665971,POINT (-63.606251 44.665971)
"April Stroink,  Money Coaching",Finance & Insurance,BDP,6250,Halifax,Halifax Regional Municipality,B3H2K3,2020 - 2021,-63.589419,44.644878,POINT (-63.589419 44.644878)
"April Stroink,  Money Coaching",Finance & Insurance,DAP,5225,Halifax,Halifax Regional Municipality,B3H2K3,2020 - 2021,-63.589419,44.644878,POINT (-63.589419 44.644878)
Aqua Production Systems Incorporated,Advanced Manufacturing,BDP,14898,Westville,Pictou,B0K2A0,2020 - 2021,-62.715905,45.567253,POINT (-62.715905 45.567253)
Aqua Production Systems Incorporated,Advanced Manufacturing,DAP,4925,Westville,Pictou,B0K2A0,2020 - 2021,-62.715905,45.567253,POINT (-62.715905 45.567253)
Aqualitas Inc.,Advanced Manufacturing,BDP,15000,Bedford,Halifax Regional Municipality,B4A1E6,2020 - 2021,-63.657959,44.731599,POINT (-63.657959 44.731599)
Aqualitas Inc.,Advanced Manufacturing,DAP,10000,Bedford,Halifax Regional Municipality,B4A1E6,2020 - 2021,-63.657959,44.731599,POINT (-63.657959 44.731599)
Aqualitas Inc.,Advanced Manufacturing,PIVP,25000,Bedford,Halifax Regional Municipality,B4A1E6,2020 - 2021,-63.657959,44.731599,POINT (-63.657959 44.731599)
AquaMedia Inc.,Other,BDP,20922,Bedford,Halifax Regional Municipality,B4A3N3,2020 - 2021,-63.675783,44.729872,POINT (-63.675783 44.729872)
AquaMedia Inc.,Other,DAP,10000,Bedford,Halifax Regional Municipality,B4A3N3,2020 - 2021,-63.675783,44.729872,POINT (-63.675783 44.729872)
Arcturus Studios Inc.,ICT (includes Digital Media),DAP,10000,Dartmouth,Halifax Regional Municipality,B2Y2S6,2020 - 2021,-63.566107,44.666248,POINT (-63.566107 44.666248)
Arcuve Inc.,ICT (includes Digital Media),PRB,1264200,Halifax,Halifax Regional Municipality,T2P 0H7,2020 - 2021,-114.0703658,51.0501037,POINT (-114.0703658 51.0501037)
Asante Freight Lines & Exports Ltd.,Transportation & Logistics,DAP,7782,Truro,Colchester,B2N1B5,2020 - 2021,-63.293727,45.356732,POINT (-63.293727 45.356732)
Ashored Inc.,Oceans Technology,BDP,15000,Bedford,Colchester,B4A2T3,2020 - 2021,-63.646705,44.737949,POINT (-63.646705 44.737949)
Ashton's Garden Centre,Agri-food,DAP,6000,Tatamagouche,Colchester,B0K1V0,2020 - 2021,-62.634014,45.608086,POINT (-62.634014 45.608086)
Atlantic Canada Business Network (Nova Scotia),Business Services,DAP,10000,Bedford,Halifax Regional Municipality,B4A1E4,2020 - 2021,-63.662555,44.730187,POINT (-63.662555 44.730187)
Atlantic Digital Reproductions Incorporated,Business Services,DAP,7500,Dartmouth,Halifax Regional Municipality,B3B0G6,2020 - 2021,-63.5755987,44.7123927,POINT (-63.5755987 44.7123927)
Atlantic Resources Partnership Inc.,Agri-food,DAP,10000,Bedford,Halifax Regional Municipality,B4A0H4,2020 - 2021,-63.6881885,44.7010498,POINT (-63.6881885 44.7010498)
Atlantic Sea Cucumber Ltd.,Fish & Seafood Processing,DAP,10000,Hacketts Cove,Halifax Regional Municipality,B3Z3K7,2020 - 2021,-63.757708,44.662435,POINT (-63.757708 44.662435)
ATLANTICANN,Agri-food,DAP,10000,Lower Sackville,Halifax Regional Municipality,B4C3Z2,2020 - 2021,-63.48710506,44.65636946,POINT (-63.48710506 44.65636946)
Atlantick Repellent Products Inc.,Chemicals & Plastics,PIVP,25000,Block House,Lunenburg,B0J1E0,2020 - 2021,-64.474461,44.420909,POINT (-64.474461 44.420909)
Aurea Technologies Inc.,CleanTech,BDP,12500,Glen Haven,Halifax Regional Municipality,B3Z2V7,2020 - 2021,-63.740414,44.657359,POINT (-63.740414 44.657359)
Aurea Technologies Inc.,CleanTech,DAP,5000,Glen Haven,Halifax Regional Municipality,B3Z2V7,2020 - 2021,-63.740414,44.657359,POINT (-63.740414 44.657359)
Aurea Technologies Inc.,CleanTech,PIVP,15000,Glen Haven,Halifax Regional Municipality,B3Z2V7,2020 - 2021,-63.740414,44.657359,POINT (-63.740414 44.657359)
"AXIS Specialty Canada Services, ULC",Finance & Insurance,PRB,2975280,Halifax,Halifax Regional Municipality,B3J 1J6,2020 - 2021,-63.5769257,44.6462272,POINT (-63.5769257 44.6462272)
Axtion Independence Mobility Inc.,Life Sciences,PIVP,15000,Halifax,Halifax Regional Municipality,B3J1B6,2020 - 2021,-63.574697,44.640812,POINT (-63.574697 44.640812)
B.C.D. Fisheries Limited,Fish & Seafood Processing,DAP,1495,Church Point,Digby,B0W1M0,2020 - 2021,-66.164613,44.110854,POINT (-66.164613 44.110854)
B4Checkin Limited,ICT (includes Digital Media),BDP,28500,Halifax,Halifax Regional Municipality,B3K1V7,2020 - 2021,-63.59841,44.658545,POINT (-63.59841 44.658545)
B4Checkin Limited,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3K1V7,2020 - 2021,-63.59841,44.658545,POINT (-63.59841 44.658545)
B4Checkin Limited,ICT (includes Digital Media),EGP,3000,Halifax,Halifax Regional Municipality,B3K1V7,2020 - 2021,-63.59841,44.658545,POINT (-63.59841 44.658545)
Bailly Fragrance,Advanced Manufacturing,EGP,2387,Hammonds Plains,Halifax Regional Municipality,B4B1N8,2020 - 2021,-63.80588088,44.74400467,POINT (-63.80588088 44.74400467)
BARA MANAGEMENT GROUP,Business Services,DAP,4500,Halifax,Halifax Regional Municipality,B3M4X8,2020 - 2021,-63.67816691,44.68047867,POINT (-63.67816691 44.68047867)
Barn Raisers Strategic Inc.,Business Services,DAP,9285,Halifax,Halifax Regional Municipality,B3M0N8,2020 - 2021,-63.6653863,44.6743245,POINT (-63.6653863 44.6743245)
Basil Kings Farm Inc,Agri-food,PIVP,25000,Salmon River,Digby,B5A5B2,2020 - 2021,-66.114026,43.838441,POINT (-66.114026 43.838441)
Bear River Plastic Welding Inc.,Advanced Manufacturing,DAP,3575,Cornwallis,Annapolis,B0S1H0,2020 - 2021,-65.624302,44.651815,POINT (-65.624302 44.651815)
Bebbington Industries Incorporated,Advanced Manufacturing,PIVP,25000,Dartmouth,Halifax Regional Municipality,B3B1G6,2020 - 2021,-63.605173,44.698159,POINT (-63.605173 44.698159)
Beche Nutraceutical Company,Life Sciences,BDP,10800,Tusket,Yarmouth,B0W3M0,2020 - 2021,-65.964741,43.83593,POINT (-65.964741 43.83593)
Beech Street Health Center Inc.,Other,DAP,6500,Halifax,Halifax Regional Municipality,B3L2X9,2020 - 2021,-63.604178,44.648114,POINT (-63.604178 44.648114)
Ben Bay Investments Inc.,Business Services,DAP,10000,Halifax,Halifax Regional Municipality,B3M4T5,2020 - 2021,-63.668357,44.696743,POINT (-63.668357 44.696743)
Bend Beauty Inc.,Life Sciences,BDP,15000,Halifax,Halifax Regional Municipality,B3J0C7,2020 - 2021,-63.5757986,44.6459668,POINT (-63.5757986 44.6459668)
Benjamin Bridge Vineyards,Agri-food,DAP,7250,Wolfville,Kings,B4P2R1,2020 - 2021,-64.403589,45.013938,POINT (-64.403589 45.013938)
Benjamin Bridge Vineyards,Agri-food,EGP,4431,Wolfville,Kings,B4P2R1,2020 - 2021,-64.403589,45.013938,POINT (-64.403589 45.013938)
Beyond Ventures Group Business & Trade Development Inc,ICT (includes Digital Media),DAP,6172,Hantsport,Halifax Regional Municipality,B0P1P0,2020 - 2021,-64.174361,45.067011,POINT (-64.174361 45.067011)
Big Cove Foods Inc.,Agri-food,DAP,9750,Thorburn,Pictou,B0K1W0,2020 - 2021,-62.51691,45.552804,POINT (-62.51691 45.552804)
Big Leap Leadership Inc.,Business Services,DAP,7625,Bedford,Halifax Regional Municipality,B4B0T2,2020 - 2021,-63.7067378,44.7074759,POINT (-63.7067378 44.7074759)
Bill and Stanley Oyster Company Ltd.,Fish & Seafood Processing,DAP,10000,Larrys River,Guysborough,B0H1T0,2020 - 2021,-61.175579,45.31573,POINT (-61.175579 45.31573)
BK Korean Food Ltd.,Other,DAP,3500,Halifax,Halifax Regional Municipality,B3J2J2,2020 - 2021,-63.576212,44.641738,POINT (-63.576212 44.641738)
Black Star Wealth Partners,Business Services,DAP,10000,Halifax,Halifax Regional Municipality,B3K2R8,2020 - 2021,-63.612104,44.665248,POINT (-63.612104 44.665248)
Blackwatch.Tech Inc.,ICT (includes Digital Media),PIVP,15000,Yarmouth,Yarmouth,B5A4K4,2020 - 2021,-66.103942,43.863197,POINT (-66.103942 43.863197)
Blaze Marketing Solutions Limited,Other,DAP,4250,Dartmouth,Halifax Regional Municipality,B3B1L7,2020 - 2021,-63.626674,44.711038,POINT (-63.626674 44.711038)
Blended Athletics Incorporated,Other,BDP,14950,Dartmouth,Halifax Regional Municipality,B3B0H8,2020 - 2021,-63.5730498,44.7097417,POINT (-63.5730498 44.7097417)
Bloxo Inc.,ICT (includes Digital Media),DAP,2450,Halifax,Halifax Regional Municipality,B3H2Z9,2020 - 2021,-63.57983051,44.6354226,POINT (-63.57983051 44.6354226)
Blue Harbour Cheese Incorporated,Agri-food,DAP,2500,Dartmouth,Halifax Regional Municipality,B3A4C5,2020 - 2021,-63.58675,44.681376,POINT (-63.58675 44.681376)
BLUE HOUSE ENERGY,Business Services,DAP,10000,Tantallon,Halifax Regional Municipality,B3Z2T5,2020 - 2021,-63.927314,44.639156,POINT (-63.927314 44.639156)
Bluedrop Training & Simulation Inc.,Aerospace & Defence,EGP,675,Halifax,Halifax Regional Municipality,B3S1N2,2020 - 2021,-63.669584,44.656068,POINT (-63.669584 44.656068)
BlueLight Analytics Inc.,Life Sciences,BDP,30000,Halifax,Halifax Regional Municipality,B3L4G4,2020 - 2021,-63.620539,44.642071,POINT (-63.620539 44.642071)
BlueLight Analytics Inc.,Life Sciences,PIVP,15000,Halifax,Halifax Regional Municipality,B3L4G4,2020 - 2021,-63.620539,44.642071,POINT (-63.620539 44.642071)
Bonfire Capital Inc.,Finance & Insurance,DAP,10000,Halifax,Halifax Regional Municipality,B3M4B9,2020 - 2021,-63.659838,44.686854,POINT (-63.659838 44.686854)
Bonnymans Wild Blueberries & Natural Products Ltd,Agri-food,DAP,10000,Tatamagouche,Colchester,B0K1V0,2020 - 2021,-62.634014,45.608086,POINT (-62.634014 45.608086)
Boondoc Technologies Inc. (The Rounds),ICT (includes Digital Media),BDP,30000,Halifax,Halifax Regional Municipality,B3K4X5,2020 - 2021,-63.611268,44.662185,POINT (-63.611268 44.662185)
Boondoc Technologies Inc. (The Rounds),ICT (includes Digital Media),EGP,650,Halifax,Halifax Regional Municipality,B3K4X5,2020 - 2021,-63.611268,44.662185,POINT (-63.611268 44.662185)
Boxing Rock Brewing Co,Agri-food,DAP,6400,Shelburne,Shelburne,BOT1WO,2020 - 2021,-65.3543614,43.7689912,POINT (-65.3543614 43.7689912)
BRETON BREWING CO,Agri-food,PIVP,15000,Sydney,Cape Breton,B1R1V7,2020 - 2021,-60.229829,46.116106,POINT (-60.229829 46.116106)
Bright,Other,DAP,10000,Halifax,Halifax Regional Municipality,B3J3K5,2020 - 2021,-63.572554,44.644489,POINT (-63.572554 44.644489)
Burnt Out Solutions Inc.,Advanced Manufacturing,BDP,6000,New Minas,Kings,B4N3N2,2020 - 2021,-64.453388,45.068558,POINT (-64.453388 45.068558)
C M S SUPPLEMENTS AND WELLNESS,Other,DAP,2000,Truro,Colchester,B2N5N6,2020 - 2021,-63.303467,45.369671,POINT (-63.303467 45.369671)
C.S. Eliott Trading Ltd.,Agri-food,PIVP,15000,Yarmouth,Yarmouth,B5A2A6,2020 - 2021,-66.116048,43.831318,POINT (-66.116048 43.831318)
Cabbage Patch Kimchi,Agri-food,BDP,3375,Halifax,Halifax Regional Municipality,B3K5T9,2020 - 2021,-63.590281,44.662753,POINT (-63.590281 44.662753)
Cabbage Patch Kimchi,Agri-food,PIVP,15000,Halifax,Halifax Regional Municipality,B3K5T9,2020 - 2021,-63.590281,44.662753,POINT (-63.590281 44.662753)
Canada East Immigration Consulting Limited,Other,DAP,6400,Antigonish,Antigonish,B2G2C4,2020 - 2021,-61.99359425,45.62248619,POINT (-61.99359425 45.62248619)
Candace Carnaharn Motivational Speaking Inc.,Business Services,DAP,5000,Halifax,Halifax Regional Municipality,B3L2Y6,2020 - 2021,-63.603969,44.643526,POINT (-63.603969 44.643526)
CANNGAROO MARKETPLACE,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3H1P8,2020 - 2021,-63.573478,44.638044,POINT (-63.573478 44.638044)
Canso Seafoods Limited,Fish & Seafood Processing,IRP,477609,Canso,Guysborough,B0H1H0,2020 - 2021,-60.985367,45.332859,POINT (-60.985367 45.332859)
Canso Seafoods Limited,Fish & Seafood Processing,PIVP,25000,Canso,Guysborough,B0H1H0,2020 - 2021,-60.985367,45.332859,POINT (-60.985367 45.332859)
Capstone Project Solutions Inc.,Business Services,BDP,6000,Dartmouth,Halifax Regional Municipality,B3A4S5,2020 - 2021,-63.5747546,44.66838591,POINT (-63.5747546 44.66838591)
Capstone Project Solutions Inc.,Business Services,DAP,10000,Dartmouth,Halifax Regional Municipality,B3A4S5,2020 - 2021,-63.5747546,44.66838591,POINT (-63.5747546 44.66838591)
Captain Atlantic International Trade Co. Limited,Fish & Seafood Processing,DAP,10000,Shag Harbour,Shelburne,B0W3B0,2020 - 2021,-65.718791,43.506114,POINT (-65.718791 43.506114)
Carecrew Inc.,ICT (includes Digital Media),DAP,4750,Antigonish,Antigonish,B2G1X8,2020 - 2021,-61.991824,45.623481,POINT (-61.991824 45.623481)
CAREER STORY PROJECT INC.,Business Services,DAP,2110,Halifax,Halifax Regional Municipality,B3M1Z8,2020 - 2021,-63.662373,44.678356,POINT (-63.662373 44.678356)
Century 21 Island Gateway Realty Inc.,Other,DAP,9375,North Sydney,Cape Breton,B2A2X1,2020 - 2021,-60.25393936,46.21198802,POINT (-60.25393936 46.21198802)
CHAPEL COVE CHOCOLATE,Agri-food,DAP,5500,New Glasgow,Pictou,B2H5C4,2020 - 2021,-62.58817,45.576852,POINT (-62.58817 45.576852)
CharBoyz - reg'd as Big Fella Safety Services Inc.,Agri-food,DAP,10000,Halifax,Halifax Regional Municipality,B3N2E5,2020 - 2021,-63.635283,44.651322,POINT (-63.635283 44.651322)
Charcoal Marketing,ICT (includes Digital Media),BDP,15000,Halifax,Halifax Regional Municipality,B3L1A4,2020 - 2021,-63.596843,44.645526,POINT (-63.596843 44.645526)
Charcoal Marketing,ICT (includes Digital Media),DAP,7714,Halifax,Halifax Regional Municipality,B3L1A4,2020 - 2021,-63.596843,44.645526,POINT (-63.596843 44.645526)
CHARISMA UNLIMITED CONSULTING & COACHING,Business Services,DAP,4500,Halifax,Halifax Regional Municipality,B3K2H9,2020 - 2021,-63.604961,44.664845,POINT (-63.604961 44.664845)
Chester Basin Seafoods Inc.,Fish & Seafood Processing,DAP,10000,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
Clarence Farm Services Limited,Agri-food,BDP,5400,Truro,Colchester,B2N6V2,2020 - 2021,-63.290527,45.354901,POINT (-63.290527 45.354901)
Clarence Farm Services Limited,Agri-food,DAP,10000,Truro,Colchester,B2N6V2,2020 - 2021,-63.290527,45.354901,POINT (-63.290527 45.354901)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,BDP,7500,Dartmouth,Halifax Regional Municipality,B2Y1N8,2020 - 2021,-63.546363,44.680989,POINT (-63.546363 44.680989)
